day,population,Adara-Adara_bookings,Google Ads Youtube-Google Ads Youtube_bookings,Google Ads-Demand Gen_bookings,Google Ads-Hotel_bookings,Google Ads-Performance Max_bookings,Google Ads-Search_bookings,Kargo Global Inc.-Kargo Global Inc._bookings,LinkedIn US-LinkedIn_bookings,Meta-Meta_bookings,Microsoft Ads-Microsoft Ads_bookings,Sojern-Sojern_bookings,The Trade Desk-Display_bookings,The Trade Desk-Native_bookings,The Trade Desk-Video_bookings,Trip Advisor-Trip Advisor_bookings,cendyn.com-cendyn.com_bookings,Adara-Adara_clicks,Google Ads Youtube-Google Ads Youtube_clicks,Google Ads-Demand Gen_clicks,Google Ads-Hotel_clicks,Google Ads-Performance Max_clicks,Google Ads-Search_clicks,Kargo Global Inc.-Kargo Global Inc._clicks,LinkedIn US-LinkedIn_clicks,Meta-Meta_clicks,Microsoft Ads-Microsoft Ads_clicks,Sojern-Sojern_clicks,The Trade Desk-Display_clicks,The Trade Desk-Native_clicks,The Trade Desk-Video_clicks,Trip Advisor-Trip Advisor_clicks,cendyn.com-cendyn.com_clicks,Adara-Adara_cost,Google Ads Youtube-Google Ads Youtube_cost,Google Ads-Demand Gen_cost,Google Ads-Hotel_cost,Google Ads-Performance Max_cost,Google Ads-Search_cost,Kargo Global Inc.-Kargo Global Inc._cost,LinkedIn US-LinkedIn_cost,Meta-Meta_cost,Microsoft Ads-Microsoft Ads_cost,Sojern-Sojern_cost,The Trade Desk-Display_cost,The Trade Desk-Native_cost,The Trade Desk-Video_cost,Trip Advisor-Trip Advisor_cost,cendyn.com-cendyn.com_cost,Adara-Adara_impressions,Google Ads Youtube-Google Ads Youtube_impressions,Google Ads-Demand Gen_impressions,Google Ads-Hotel_impressions,Google Ads-Performance Max_impressions,Google Ads-Search_impressions,Kargo Global Inc.-Kargo Global Inc._impressions,LinkedIn US-LinkedIn_impressions,Meta-Meta_impressions,Microsoft Ads-Microsoft Ads_impressions,Sojern-Sojern_impressions,The Trade Desk-Display_impressions,The Trade Desk-Native_impressions,The Trade Desk-Video_impressions,Trip Advisor-Trip Advisor_impressions,cendyn.com-cendyn.com_impressions,Adara-Adara_revenue,Google Ads Youtube-Google Ads Youtube_revenue,Google Ads-Demand Gen_revenue,Google Ads-Hotel_revenue,Google Ads-Performance Max_revenue,Google Ads-Search_revenue,Kargo Global Inc.-Kargo Global Inc._revenue,LinkedIn US-LinkedIn_revenue,Meta-Meta_revenue,Microsoft Ads-Microsoft Ads_revenue,Sojern-Sojern_revenue,The Trade Desk-Display_revenue,The Trade Desk-Native_revenue,The Trade Desk-Video_revenue,Trip Advisor-Trip Advisor_revenue,cendyn.com-cendyn.com_revenue
2024-02-13,3374300.0,1,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,536,0,0,675,5720,0,0,5863,795,0,627,651,36,0,0,827.586206896552,1023.199739,0.0,0.0,1340.99,7306.11,344.827586206897,0.0,3428.85,1869.11,672.74551154175,4560.55921090832,3782.37914375911,1205.65415487226,1124.08904686973,0.0,0,70670,0,0,2402,19984,0,0,378040,10496,0,1288815,707796,93885,0,0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,8764.01,3453.0,0.0,0.0,0.0,0.0,0.0
2024-02-14,3374300.0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,682,0,0,536,5693,0,0,4591,849,0,1536,558,39,0,0,827.586206896552,1030.105007,0.0,0.0,1093.8,8489.62,344.827586206897,0.0,1710.11,2140.51,672.74551154175,5287.84451814848,4232.66483025098,1202.96410699469,1124.08904686973,0.0,0,88410,0,0,1976,21923,0,0,294309,10722,0,1464021,832275,88098,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.23,2595.91,0.0,0.0,0.0,0.0,0.0
2024-02-15,3374300.0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,574,0,0,409,6515,0,0,5007,1074,0,981,483,30,0,0,827.586206896552,658.328182,0.0,0.0,1084.40993,9660.13,344.827586206897,0.0,1916.020002,3266.08,672.74551154175,5175.55718695291,4062.3924265057,1207.31290414069,1124.08904686973,0.0,0,92157,0,0,1916,25371,0,0,418473,13125,0,1432812,783870,88323,0,0,1337.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.38,272.5,0.0,0.0,0.0,364.0,0.0
2024-02-16,3374300.0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,1,0,0,785,0,0,484,6565,0,0,6804,1301,0,603,408,42,0,0,827.586206896552,521.546862,0.0,0.0,1195.32708,9773.98,344.827586206897,0.0,2920.570001,3596.23,672.74551154175,4929.49398827864,3681.87591762696,1203.67023709914,1124.08904686973,0.0,0,99984,0,0,4570,24126,0,0,544361,14608,0,1313376,661464,88863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.98,8471.0,5622.6,0.0,0.0,0.0,999.99,0.0
2024-02-17,3374300.0,3,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,402,0,0,811,9013,0,0,6381,1302,0,759,423,42,0,0,827.586206896552,524.654046,0.0,0.0,1663.28525,10199.26,344.827586206897,0.0,2735.900002,3540.41,672.74551154175,4917.64278915384,3619.20191694788,1205.72480857212,1124.08904686973,0.0,0,77768,0,0,27066,30860,0,0,386527,12903,0,1253199,595995,84912,0,0,1362.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,938.0,7965.02,723.99,723.99,723.99,0.0,0.0
2024-02-18,3374300.0,1,0,0,0,0,0,0,0,0,8,3,1,1,1,1,0,0,298,0,0,1014,7906,0,0,5881,1434,0,618,378,48,0,0,827.586206896552,524.168387,0.0,0.0,1481.277844,10434.22,344.827586206897,0.0,2198.19,3378.98,672.74551154175,4726.4188829486,3516.30569445615,1207.33358470603,1124.08904686973,0.0,0,65150,0,0,3266,27967,0,0,356127,14846,0,1223121,563424,87201,0,0,3910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9290.51,4282.49,328.5,328.5,328.5,624.0,0.0
2024-02-19,3374300.0,2,0,0,0,0,0,0,0,0,11,5,1,1,1,1,0,0,249,0,0,1152,6608,0,0,6180,954,0,570,369,33,0,0,827.586206896552,520.624024,0.0,0.0,1492.230431,8957.97,344.827586206897,0.0,2386.44,3066.21,672.74551154175,4683.04463332917,3556.85623901791,1205.86173865123,1124.08904686973,0.0,0,60279,0,0,40626,21645,0,0,366192,9241,0,1258683,572355,88734,0,0,732.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20461.96,4282.88,304.0,304.0,304.0,308.0,0.0
2024-02-20,3374300.0,2,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,768,0,0,3983,6554,0,0,6266,1017,0,1674,681,60,0,0,827.586206896552,1022.657964,0.0,0.0,1922.644515,8990.63,344.827586206897,0.0,2978.71,2368.19,672.74551154175,8759.10392979326,7150.19065789764,3814.87813042899,1124.08904686973,0.0,0,131944,0,0,249188,22188,0,0,408396,14426,0,2669454,1122942,252939,0,0,1074.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.75,3928.97,120.0,279.0,279.0,279.0,0.0,0.0
2024-02-21,3374300.0,1,0,0,0,0,0,0,0,0,3,4,1,1,1,0,0,0,1017,0,0,1023,6414,0,0,6729,958,0,1188,534,63,0,0,827.586206896552,1024.645418,0.0,0.0,1147.944745,9647.01,344.827586206897,0.0,3159.66,2416.26,672.74551154175,8783.1279948587,7090.45609234864,3814.14396695075,1124.08904686973,0.0,0,219318,0,0,82143,22156,0,0,382579,12508,0,2639814,1057686,254154,0,0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.99,5572.0,1929.99,1929.99,1929.99,0.0,0.0
2024-02-22,3374300.0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,994,0,0,602,6853,0,0,7621,873,0,1878,765,66,0,0,827.586206896552,1027.009111,0.0,0.0,1249.549083,10469.84,344.827586206897,0.0,3384.83,1919.64,672.74551154175,9867.04338611783,7845.8686463838,3816.56328823445,1124.08904686973,0.0,0,206681,0,0,3542,22974,0,0,419746,11502,0,2764182,1206384,244863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7096.12,1226.49,0.0,0.0,0.0,1779.72,0.0
2024-02-23,3374300.0,4,0,0,0,0,0,0,0,1,1,3,2,2,2,1,0,0,1155,0,0,779,7213,0,0,6253,857,0,1356,777,54,0,0,827.586206896552,1037.183695,0.0,0.0,1606.405836,9308.14,344.827586206897,0.0,4272.140002,1964.09,672.74551154175,10010.2031447838,8251.7490580265,3811.75952061377,1124.08904686973,0.0,0,236336,0,0,3601,24634,0,0,432852,12605,0,2764818,1294020,241668,0,0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.99,1920.0,1046.0,3755.01,3755.01,3755.01,212.0,0.0
2024-02-24,3374300.0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1249,0,0,598,6410,0,0,6719,823,0,2073,933,72,0,0,827.586206896552,1035.652317,0.0,0.0,1167.372583,9634.1,344.827586206897,0.0,4219.449999,1661.13,672.74551154175,10520.6740094664,8664.95490190983,3814.15326986994,1124.08904686973,0.0,0,231386,0,0,2552,22705,0,0,414775,10649,0,2883477,1351350,238917,0,0,896.69,0.0,0.0,0.0,0.0,0.0,1665.0,0.0,0.0,2965.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-25,3374300.0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,911,0,0,730,6410,0,0,6740,880,0,1398,732,66,0,0,827.586206896552,1020.206913,0.0,0.0,1523.206279,10926.52,344.827586206897,0.0,3997.499998,1679.68,672.74551154175,9577.06269628082,8214.87943869333,3816.97038133973,1124.08904686973,0.0,0,182508,0,0,3237,23941,0,0,393948,10351,0,2651196,1202136,252126,0,0,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,662.76,0.0,0.0,0.0,1888.0,0.0
2024-02-26,3374300.0,0,1,0,0,0,0,0,0,0,2,5,1,1,1,1,0,0,2413,0,0,753,6808,0,0,6229,757,0,2625,678,63,0,0,827.586206896552,2929.500293,0.0,0.0,1459.313645,9703.25,344.827586206897,0.0,3849.17,1632.92,672.74551154175,10125.1718371283,8126.62867334998,3816.50599172969,1124.08904686973,0.0,0,564939,0,0,2864,23153,0,0,369192,8490,0,2899827,1242333,251409,0,0,0.0,247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.0,4355.26,3808.0,3808.0,3808.0,280.0,0.0
2024-02-27,3374300.0,4,0,0,0,0,0,0,0,0,2,4,2,2,2,1,0,0,2304,0,24,1177,10788,0,0,6154,823,0,5310,717,39,0,0,827.586206896552,2899.002049,0.0,128.990876,1198.592358,8929.66,344.827586206897,0.0,3740.329998,1203.92,672.74551154175,12675.4247242312,7599.57309563303,3813.40931244525,1124.08904686973,0.0,0,389879,0,1956,3924,31127,0,0,368312,6845,0,3624729,1228515,264531,0,0,3867.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3344.01,3761.0,1675.0,1675.0,1675.0,1449.28,0.0
2024-02-28,3374300.0,1,1,0,0,0,0,0,0,1,5,4,2,2,2,1,0,0,2342,0,23,863,8045,0,0,6010,1037,0,1677,663,63,0,0,827.586206896552,2928.602676,0.0,102.535558,1098.479918,9310.08,344.827586206897,0.0,3653.650001,1268.38,672.74551154175,9413.1770301989,7235.54351645094,3807.23657715849,1124.08904686973,0.0,0,514397,0,2446,5094,26415,0,0,358138,8718,0,2806401,1109580,254742,0,0,1610.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,650.01,3208.03,2585.52,1288.5,1288.5,1288.5,956.01,0.0
2024-02-29,3374300.0,3,0,0,0,0,0,0,0,0,3,4,4,4,4,1,0,0,2263,0,10,903,8324,0,0,1791,1092,0,1740,825,168,0,0,827.586206896552,3315.906317,0.0,73.398342,1197.810738,8640.29,344.827586206897,0.0,1187.319999,1240.37,672.74551154175,11988.6518951525,9296.29532727167,5075.40785938766,1124.08904686973,0.0,0,540503,0,581,4765,27158,0,0,107447,10139,0,3578139,1472586,344034,0,0,2053.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,1905.69,3358.03,3358.03,3358.03,228.0,0.0
2024-03-01,3671500.0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,0,0,0,491,0,33,544,7703,0,0,0,1022,0,12,6,0,0,0,322.58064516129,731.197225,0.0,103.096846,892.138408,7371.8,0.0,0.0,0.0,1174.5,135.41935483871,2.20199159779909,0.916535228004216,0.241901635635432,2028.04642014162,0.0,0,85621,0,2339,4298,25801,0,0,0,8686,0,780,117,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,1329.15,1578.0,1000.49,1000.49,1000.49,0.0,0.0
2024-03-02,3671500.0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1613,0,30,761,6862,0,0,0,1145,0,0,0,0,0,0,322.58064516129,997.167848,0.0,118.033938,1707.163258,7599.79,0.0,0.0,0.0,1002.31,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,148520,0,2622,6618,23835,0,0,0,10645,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.01,416.0,0.0,0.0,0.0,0.0,0.0
2024-03-03,3671500.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1304,0,28,658,7379,0,0,0,1456,0,0,0,0,0,0,322.58064516129,919.152967,0.0,108.645181,1256.343107,8805.13,0.0,0.0,0.0,1097.36,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,132586,0,2493,6315,25001,0,0,0,11055,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1056.0,1056.0,0.0,0.0
2024-03-04,3671500.0,2,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,1708,0,13,860,6329,0,0,10585,1457,0,0,0,0,0,0,322.58064516129,932.107466,0.0,113.205541,1816.069687,9103.35,0.0,0.0,6639.41,1300.05,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,160161,0,1321,6540,23539,0,0,621773,10086,0,0,0,0,0,0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8932.02,1134.99,0.0,0.0,0.0,608.0,0.0
2024-03-05,3671500.0,7,0,0,0,0,0,0,0,1,6,2,2,2,2,1,0,0,2088,941,22,990,5817,0,0,8644,820,0,0,0,0,0,0,322.58064516129,1477.351734,660.19299,100.902127,1440.229961,8592.34,0.0,0.0,3712.48,867.53,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,182577,177557,1731,5073,21272,0,0,388882,7662,0,0,0,0,0,0,4808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,13526.01,715.0,2896.01,2896.01,2896.01,4905.0,0.0
2024-03-06,3671500.0,6,0,0,0,0,0,0,0,0,7,1,2,2,2,0,0,0,2148,490,21,884,5857,0,0,5934,815,0,0,0,0,0,0,322.58064516129,1490.157872,532.766516,95.383914,1402.336408,8609.48,0.0,0.0,2646.860001,843.44,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,182839,99341,1728,4860,21495,0,0,331328,7097,0,0,0,0,0,0,4292.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6479.53,780.0,1134.5,1134.5,1134.5,0.0,0.0
2024-03-07,3671500.0,0,0,0,0,0,0,0,0,0,13,0,3,3,3,1,0,0,1686,3,0,864,5351,0,0,6145,929,0,0,0,0,0,0,322.58064516129,1452.596824,2.834576,0.0,1294.455151,8250.61,0.0,0.0,2717.919999,893.66,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,269677,467,0,3910,19484,0,0,338854,7211,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14425.76,0.0,4986.0,4986.0,4986.0,504.0,0.0
2024-03-08,3671500.0,3,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2661,39,0,579,5529,0,0,6273,1112,0,0,0,0,0,0,322.58064516129,1470.685294,14.985929,0.0,932.517788,8146.92,0.0,0.0,2634.630001,811.08,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,410437,3575,0,4383,20481,0,0,319814,5866,0,0,0,0,0,0,1311.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4175.51,0.0,873.88,873.88,873.88,0.0,0.0
2024-03-09,3671500.0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,1,0,0,2526,288,104,1528,6290,0,0,6336,962,0,0,0,0,0,0,322.58064516129,1482.122534,405.624788,525.097829,2599.610341,8371.52,0.0,0.0,2540.599999,698.02,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,420555,75023,4665,41137,22381,0,0,347882,5286,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9149.04,0.0,1136.76,1136.76,1136.76,920.0,0.0
2024-03-10,3671500.0,2,0,0,0,0,0,0,0,0,1,4,2,2,2,1,0,0,1573,184,125,1132,6554,0,0,5425,963,0,0,0,0,0,0,322.58064516129,1456.544763,362.082419,500.182025,1905.257789,9573.44,0.0,0.0,2223.280001,587.17,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,332733,35575,5670,29701,23231,0,0,275976,4937,0,0,0,0,0,0,4145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.01,1088.69,1232.25,1232.25,1232.25,970.76,0.0
2024-03-11,3671500.0,1,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,1228,652,86,1471,5675,0,0,6054,1070,0,0,0,0,0,0,322.58064516129,1464.239285,920.370441,462.57403,1831.056115,11011.74,0.0,0.0,3455.5,1170.84,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,279158,99033,4778,36355,26687,0,0,319069,5684,0,0,0,0,0,0,558.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9422.51,2309.09,0.0,0.0,0.0,0.0,0.0
2024-03-12,3671500.0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,920,1006,68,1668,6187,0,0,5983,1160,0,0,0,0,0,0,322.58064516129,1453.306889,890.533695,269.855989,1562.0855,10407.03,0.0,0.0,3382.720001,1239.12,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,172733,109010,3767,45322,28108,0,0,314636,6649,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.99,2250.15,1571.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,3671500.0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1510,480,53,1364,5599,0,0,5546,1324,0,0,0,0,0,0,322.58064516129,2119.204186,364.318581,260.125495,1486.023594,10180.29,0.0,0.0,3338.14,1444.95,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,235848,54196,2818,26671,29256,0,0,330232,7928,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,137.5,137.5,137.5,0.0,0.0
2024-03-14,3671500.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1503,239,78,689,5840,0,0,5693,1199,0,0,0,0,0,0,322.58064516129,2162.945093,641.207416,253.666313,831.209322,11557.5,0.0,0.0,3526.7,1330.75,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,275685,130084,3713,5056,23127,0,0,357085,8174,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.77,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,3671500.0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,345,6,22,215,1205,0,0,5669,1451,0,0,0,0,0,0,322.58064516129,599.471581,17.699311,73.479986,208.646744,2215.68,0.0,0.0,3601.72,1621.26,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,56038,2712,1000,2585,5181,0,0,360064,9496,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7585.41,0.0,0.0,1145.89,0.0,0.0,0.0
2024-03-16,3671500.0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5764,1373,0,0,0,0,0,0,322.58064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3631.999999,1364.82,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,0,0,0,0,0,0,0,379709,9090,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,4898.02,0.0,0.0,0.0,0.0,1197.51,0.0
2024-03-17,3671500.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5872,1303,0,0,0,0,0,0,322.58064516129,0.0,0.0,0.0,0.0,0.99,0.0,0.0,3600.799999,1564.27,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,0,0,0,0,5,0,0,378354,8752,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.99,1289.99,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,3671500.0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2315,489,77,1491,4016,0,0,5609,2092,0,0,0,0,0,0,322.58064516129,4158.509509,1144.355936,194.396889,2098.683945,7932.16,0.0,0.0,3198.88,2551.86,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,446862,61980,2554,36057,15254,0,0,333945,12359,0,0,0,0,0,0,736.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974.18,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,3671500.0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,3274,228,112,2035,6138,0,0,5413,1847,0,0,0,0,0,0,322.58064516129,4136.284111,962.86175,363.366876,2402.062314,10565.7,0.0,0.0,3063.059999,2350.85,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,463082,39714,5087,25905,22153,0,0,316832,11188,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12287.32,0.0,0.0,0.0,0.0,2730.0,0.0
2024-03-20,3671500.0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,3550,409,78,2550,3530,0,0,9189,1371,0,0,0,0,0,0,322.58064516129,3754.417622,1213.602433,221.141947,2066.235103,6041.77,0.0,0.0,5801.359999,1757.51,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,543774,63525,2937,69095,15849,0,0,684233,8820,0,0,0,0,0,0,3470.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725.03,0.0,0.0,0.0,0.0,1164.0,0.0
2024-03-21,3671500.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2004,567,146,3581,5558,0,0,8564,1575,0,0,0,0,0,0,322.58064516129,2377.519932,1803.522029,521.003273,5032.526135,8608.58,0.0,0.0,8638.430002,3038.07,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,299029,88470,5467,147626,21926,0,0,857526,14556,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.19,2570.5,0.0,0.0,0.0,0.0,684.0,0.0
2024-03-22,3671500.0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,1561,313,120,1379,5995,0,0,9333,1492,0,0,0,0,0,0,322.58064516129,2272.257768,1285.429173,366.529007,2735.237289,10687.97,0.0,0.0,9222.87,2901.87,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,257908,46385,6114,31280,24708,0,0,969191,8820,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,5823.37,0.0,0.0,0.0,0.0,4002.28,0.0
2024-03-23,3671500.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1203,460,94,813,6614,0,0,9725,2020,0,0,0,0,0,0,322.58064516129,2225.797119,950.524303,279.365457,2111.612515,11827.39,0.0,0.0,9555.12,2285.47,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,211463,46378,5754,19325,25200,0,0,1066373,12041,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.99,0.0,0.0,0.0,0.0,957.99,0.0
2024-03-24,3671500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1271,787,148,550,6959,0,0,9887,1757,0,0,0,0,0,0,322.58064516129,2032.75171,912.824647,594.934574,2364.757303,15960.04,0.0,0.0,9133.75,2442.04,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,213258,161621,6606,8970,28639,0,0,1063825,9068,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,1964.99,0.0
2024-03-25,3671500.0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,1267,529,157,797,6345,0,0,8362,1827,0,0,0,0,0,0,322.58064516129,2021.497422,812.916781,479.063127,2254.885111,15663.25,0.0,0.0,8644.170001,2668.75,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,197184,145321,7399,18827,26665,0,0,1016742,10162,0,0,0,0,0,0,3199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0,5162.99,0.0,0.0,0.0,0.0,2928.0,0.0
2024-03-26,3671500.0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1384,265,139,718,4972,0,0,8217,1782,0,0,0,0,0,0,322.58064516129,2028.535256,402.659964,453.526086,2118.612374,8269.34,0.0,0.0,8443.250001,2523.32,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,181149,41422,5229,8704,23050,0,0,972939,10030,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,3064.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,3671500.0,2,0,0,0,0,0,0,0,3,6,0,0,0,0,5,0,0,1458,220,152,1276,4991,0,0,8203,1980,0,0,0,0,0,0,322.58064516129,2057.469873,734.344961,471.320257,3177.431925,7329.57,0.0,0.0,8361.740002,2561.29,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,180732,87954,8078,41884,21360,0,0,841268,11239,0,0,0,0,0,0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,4521.99,0.0,0.0,0.0,0.0,3303.77,0.0
2024-03-28,3671500.0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1446,105,203,1194,4686,0,0,8045,1936,0,0,0,0,0,0,322.58064516129,2063.708715,653.200554,795.577427,2817.743498,7847.37,0.0,0.0,9547.63,2328.85,135.41935483871,0.0,0.0,0.0,2028.04642014162,0.0,0,184099,35444,13419,28142,20636,0,0,869766,11100,0,0,0,0,0,0,3174.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.52,0.0,0.0,0.0,0.0,3080.0,0.0
